"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1536","Traffic Zone 222420000","2","Traffic Zone 280020100","3/8/2020 - 3/8/2020, Every day, Daily Average",1994,1584,2508
"1536","Traffic Zone 222420000","6","Traffic Zone 292031200","3/8/2020 - 3/8/2020, Every day, Daily Average",2127,1785,2533
"1536","Traffic Zone 222420000","13","Traffic Zone 293020000","3/8/2020 - 3/8/2020, Every day, Daily Average",1994,1588,2502
"1536","Traffic Zone 222420000","21","Traffic Zone 213700000","3/8/2020 - 3/8/2020, Every day, Daily Average",1909,1515,2405
"1536","Traffic Zone 222420000","30","Traffic Zone 213720100","3/8/2020 - 3/8/2020, Every day, Daily Average",1791,1471,2180
"1536","Traffic Zone 222420000","41","Traffic Zone 213710201","3/8/2020 - 3/8/2020, Every day, Daily Average",1729,1424,2098
"1536","Traffic Zone 222420000","53","Traffic Zone 213710202","3/8/2020 - 3/8/2020, Every day, Daily Average",1713,1395,2103
"1536","Traffic Zone 222420000","62","Traffic Zone 213710200","3/8/2020 - 3/8/2020, Every day, Daily Average",1710,1351,2163
"1536","Traffic Zone 222420000","83","Traffic Zone 213930100","3/8/2020 - 3/8/2020, Every day, Daily Average",1601,1252,2045
"1536","Traffic Zone 222420000","95","Traffic Zone 213930200","3/8/2020 - 3/8/2020, Every day, Daily Average",1544,1211,1967
"1536","Traffic Zone 222420000","98","Traffic Zone 213930300","3/8/2020 - 3/8/2020, Every day, Daily Average",1529,1198,1950
"1536","Traffic Zone 222420000","107","Traffic Zone 213920000","3/8/2020 - 3/8/2020, Every day, Daily Average",1566,1200,2042
"1536","Traffic Zone 222420000","123","Traffic Zone 213900000","3/8/2020 - 3/8/2020, Every day, Daily Average",1518,1148,2007
"1536","Traffic Zone 222420000","127","Traffic Zone 212751001","3/8/2020 - 3/8/2020, Every day, Daily Average",1819,1404,2355
"1536","Traffic Zone 222420000","128","Traffic Zone 212760200","3/8/2020 - 3/8/2020, Every day, Daily Average",1737,1327,2273
"1536","Traffic Zone 222420000","129","Traffic Zone 214150000","3/8/2020 - 3/8/2020, Every day, Daily Average",1257,977,1616
"1536","Traffic Zone 222420000","130","Traffic Zone 212760100","3/8/2020 - 3/8/2020, Every day, Daily Average",1710,1329,2199
"1536","Traffic Zone 222420000","133","Traffic Zone 214140000","3/8/2020 - 3/8/2020, Every day, Daily Average",1397,1054,1850
"1536","Traffic Zone 222420000","134","Traffic Zone 211720000","3/8/2020 - 3/8/2020, Every day, Daily Average",1854,1395,2462
"1536","Traffic Zone 222420000","135","Traffic Zone 212730000","3/8/2020 - 3/8/2020, Every day, Daily Average",1673,1326,2109
"1536","Traffic Zone 222420000","136","Traffic Zone 212771000","3/8/2020 - 3/8/2020, Every day, Daily Average",1741,1349,2246
"1536","Traffic Zone 222420000","137","Traffic Zone 211740600","3/8/2020 - 3/8/2020, Every day, Daily Average",1536,1237,1906
"1536","Traffic Zone 222420000","138","Traffic Zone 211740500","3/8/2020 - 3/8/2020, Every day, Daily Average",1598,1284,1988
"1536","Traffic Zone 222420000","139","Traffic Zone 212752000","3/8/2020 - 3/8/2020, Every day, Daily Average",1641,1250,2153
"1536","Traffic Zone 222420000","140","Traffic Zone 214130200","3/8/2020 - 3/8/2020, Every day, Daily Average",1404,1048,1879
"1536","Traffic Zone 222420000","145","Traffic Zone 212840000","3/8/2020 - 3/8/2020, Every day, Daily Average",1626,1243,2126
"1536","Traffic Zone 222420000","147","Traffic Zone 214160000","3/8/2020 - 3/8/2020, Every day, Daily Average",1261,979,1623
"1536","Traffic Zone 222420000","148","Traffic Zone 212891000","3/8/2020 - 3/8/2020, Every day, Daily Average",1421,1059,1906
"1536","Traffic Zone 222420000","150","Traffic Zone 212880000","3/8/2020 - 3/8/2020, Every day, Daily Average",1632,1214,2193
