"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1074","Traffic Zone 02047","28","Traffic Zone 16024","1/29/2016 - 1/29/2016, Every day, Daily Average",2025,1663,2464
"1074","Traffic Zone 02047","29","Traffic Zone 16025","1/29/2016 - 1/29/2016, Every day, Daily Average",2225,1796,2755
"1074","Traffic Zone 02047","30","Traffic Zone 16026","1/29/2016 - 1/29/2016, Every day, Daily Average",2319,2069,2598
"1074","Traffic Zone 02047","41","Traffic Zone 04115","1/29/2016 - 1/29/2016, Every day, Daily Average",2316,1805,2971
"1074","Traffic Zone 02047","48","Traffic Zone 16027","1/29/2016 - 1/29/2016, Every day, Daily Average",2363,1775,3145
"1074","Traffic Zone 02047","57","Traffic Zone 04112","1/29/2016 - 1/29/2016, Every day, Daily Average",2184,1686,2827
"1074","Traffic Zone 02047","70","Traffic Zone 04118","1/29/2016 - 1/29/2016, Every day, Daily Average",2066,1578,2704
"1074","Traffic Zone 02047","74","Traffic Zone 04116","1/29/2016 - 1/29/2016, Every day, Daily Average",1893,1506,2378
"1074","Traffic Zone 02047","79","Traffic Zone 04135","1/29/2016 - 1/29/2016, Every day, Daily Average",2327,1728,3132
"1074","Traffic Zone 02047","81","Traffic Zone 04137","1/29/2016 - 1/29/2016, Every day, Daily Average",2698,2028,3588
"1074","Traffic Zone 02047","87","Traffic Zone 04122","1/29/2016 - 1/29/2016, Every day, Daily Average",2758,1874,4057
"1074","Traffic Zone 02047","88","Traffic Zone 04136","1/29/2016 - 1/29/2016, Every day, Daily Average",2322,1686,3197
"1074","Traffic Zone 02047","89","Traffic Zone 04119","1/29/2016 - 1/29/2016, Every day, Daily Average",2213,1738,2817
"1074","Traffic Zone 02047","92","Traffic Zone 04133","1/29/2016 - 1/29/2016, Every day, Daily Average",2337,1667,3275
"1074","Traffic Zone 02047","97","Traffic Zone 04150","1/29/2016 - 1/29/2016, Every day, Daily Average",1912,1474,2479
"1074","Traffic Zone 02047","98","Traffic Zone 04132","1/29/2016 - 1/29/2016, Every day, Daily Average",1878,1413,2494
"1074","Traffic Zone 02047","106","Traffic Zone 08029","1/29/2016 - 1/29/2016, Every day, Daily Average",2498,1917,3254
"1074","Traffic Zone 02047","107","Traffic Zone 08026","1/29/2016 - 1/29/2016, Every day, Daily Average",2791,1856,4194
"1074","Traffic Zone 02047","110","Traffic Zone 04123","1/29/2016 - 1/29/2016, Every day, Daily Average",2304,1608,3300
"1074","Traffic Zone 02047","113","Traffic Zone 04131","1/29/2016 - 1/29/2016, Every day, Daily Average",1842,1380,2458
"1074","Traffic Zone 02047","117","Traffic Zone 07041","1/29/2016 - 1/29/2016, Every day, Daily Average",1955,1468,2603
"1074","Traffic Zone 02047","118","Traffic Zone 04056","1/29/2016 - 1/29/2016, Every day, Daily Average",2409,1715,3382
"1074","Traffic Zone 02047","123","Traffic Zone 04149","1/29/2016 - 1/29/2016, Every day, Daily Average",1966,1570,2460
"1074","Traffic Zone 02047","128","Traffic Zone 04141","1/29/2016 - 1/29/2016, Every day, Daily Average",2281,1667,3119
"1074","Traffic Zone 02047","129","Traffic Zone 04124","1/29/2016 - 1/29/2016, Every day, Daily Average",2193,1520,3163
"1074","Traffic Zone 02047","130","Traffic Zone 04148","1/29/2016 - 1/29/2016, Every day, Daily Average",1965,1403,2751
"1074","Traffic Zone 02047","132","Traffic Zone 04152","1/29/2016 - 1/29/2016, Every day, Daily Average",3038,2181,4231
"1074","Traffic Zone 02047","134","Traffic Zone 04147","1/29/2016 - 1/29/2016, Every day, Daily Average",1882,1401,2527
"1074","Traffic Zone 02047","137","Traffic Zone 04129","1/29/2016 - 1/29/2016, Every day, Daily Average",1759,1271,2433
"1074","Traffic Zone 02047","138","Traffic Zone 04153","1/29/2016 - 1/29/2016, Every day, Daily Average",3098,2506,3829
"1074","Traffic Zone 02047","139","Traffic Zone 08027","1/29/2016 - 1/29/2016, Every day, Daily Average",2239,1633,3068
"1074","Traffic Zone 02047","144","Traffic Zone 04143","1/29/2016 - 1/29/2016, Every day, Daily Average",2013,1617,2505
"1074","Traffic Zone 02047","151","Traffic Zone 08030","1/29/2016 - 1/29/2016, Every day, Daily Average",2366,1837,3045
"1074","Traffic Zone 02047","152","Traffic Zone 04142","1/29/2016 - 1/29/2016, Every day, Daily Average",1973,1478,2632
"1074","Traffic Zone 02047","154","Traffic Zone 04059","1/29/2016 - 1/29/2016, Every day, Daily Average",2303,1641,3231
"1074","Traffic Zone 02047","155","Traffic Zone 04128","1/29/2016 - 1/29/2016, Every day, Daily Average",1692,1221,2344
"1074","Traffic Zone 02047","156","Traffic Zone 04146","1/29/2016 - 1/29/2016, Every day, Daily Average",1850,1350,2534
"1074","Traffic Zone 02047","157","Traffic Zone 07040","1/29/2016 - 1/29/2016, Every day, Daily Average",1911,1424,2564
"1074","Traffic Zone 02047","158","Traffic Zone 04072","1/29/2016 - 1/29/2016, Every day, Daily Average",2859,2086,3917
"1074","Traffic Zone 02047","160","Traffic Zone 08032","1/29/2016 - 1/29/2016, Every day, Daily Average",2466,1761,3451
"1074","Traffic Zone 02047","163","Traffic Zone 04154","1/29/2016 - 1/29/2016, Every day, Daily Average",2843,2076,3891
"1074","Traffic Zone 02047","164","Traffic Zone 08028","1/29/2016 - 1/29/2016, Every day, Daily Average",2221,1580,3120
"1074","Traffic Zone 02047","166","Traffic Zone 04060","1/29/2016 - 1/29/2016, Every day, Daily Average",2086,1488,2923
"1074","Traffic Zone 02047","167","Traffic Zone 04158","1/29/2016 - 1/29/2016, Every day, Daily Average",2862,2058,3979
"1074","Traffic Zone 02047","169","Traffic Zone 04130","1/29/2016 - 1/29/2016, Every day, Daily Average",1739,1264,2392
"1074","Traffic Zone 02047","173","Traffic Zone 07012","1/29/2016 - 1/29/2016, Every day, Daily Average",1713,1337,2193
"1074","Traffic Zone 02047","178","Traffic Zone 07022","1/29/2016 - 1/29/2016, Every day, Daily Average",1895,1441,2491
"1074","Traffic Zone 02047","180","Traffic Zone 04156","1/29/2016 - 1/29/2016, Every day, Daily Average",2894,2297,3646
"1074","Traffic Zone 02047","184","Traffic Zone 04161","1/29/2016 - 1/29/2016, Every day, Daily Average",2520,1927,3294
"1074","Traffic Zone 02047","185","Traffic Zone 04073","1/29/2016 - 1/29/2016, Every day, Daily Average",2470,1779,3428
"1074","Traffic Zone 02047","189","Traffic Zone 04159","1/29/2016 - 1/29/2016, Every day, Daily Average",2565,1935,3398
"1074","Traffic Zone 02047","190","Traffic Zone 07070","1/29/2016 - 1/29/2016, Every day, Daily Average",2199,1697,2848
"1074","Traffic Zone 02047","192","Traffic Zone 04061","1/29/2016 - 1/29/2016, Every day, Daily Average",1662,1181,2337
"1074","Traffic Zone 02047","195","Traffic Zone 04078","1/29/2016 - 1/29/2016, Every day, Daily Average",1666,1180,2351
"1074","Traffic Zone 02047","196","Traffic Zone 07071","1/29/2016 - 1/29/2016, Every day, Daily Average",2242,1750,2872
"1074","Traffic Zone 02047","199","Traffic Zone 08033","1/29/2016 - 1/29/2016, Every day, Daily Average",2425,1672,3515
"1074","Traffic Zone 02047","204","Traffic Zone 07013","1/29/2016 - 1/29/2016, Every day, Daily Average",1777,1357,2326
"1074","Traffic Zone 02047","206","Traffic Zone 07084","1/29/2016 - 1/29/2016, Every day, Daily Average",1947,1587,2388
"1074","Traffic Zone 02047","208","Traffic Zone 07066","1/29/2016 - 1/29/2016, Every day, Daily Average",2100,1602,2751
"1074","Traffic Zone 02047","210","Traffic Zone 04062","1/29/2016 - 1/29/2016, Every day, Daily Average",2029,1444,2850
"1074","Traffic Zone 02047","211","Traffic Zone 04089","1/29/2016 - 1/29/2016, Every day, Daily Average",2085,1841,2360
"1074","Traffic Zone 02047","213","Traffic Zone 08036","1/29/2016 - 1/29/2016, Every day, Daily Average",2088,1688,2581
"1074","Traffic Zone 02047","215","Traffic Zone 07011","1/29/2016 - 1/29/2016, Every day, Daily Average",1807,1376,2371
"1074","Traffic Zone 02047","223","Traffic Zone 07072","1/29/2016 - 1/29/2016, Every day, Daily Average",2209,1731,2817
"1074","Traffic Zone 02047","224","Traffic Zone 08163","1/29/2016 - 1/29/2016, Every day, Daily Average",2013,1480,2737
"1074","Traffic Zone 02047","229","Traffic Zone 04063","1/29/2016 - 1/29/2016, Every day, Daily Average",1623,1140,2309
"1074","Traffic Zone 02047","233","Traffic Zone 04160","1/29/2016 - 1/29/2016, Every day, Daily Average",2271,1743,2958
"1074","Traffic Zone 02047","237","Traffic Zone 04079","1/29/2016 - 1/29/2016, Every day, Daily Average",1797,1290,2501
"1074","Traffic Zone 02047","239","Traffic Zone 07019","1/29/2016 - 1/29/2016, Every day, Daily Average",1616,1230,2123
"1074","Traffic Zone 02047","240","Traffic Zone 08035","1/29/2016 - 1/29/2016, Every day, Daily Average",2059,1687,2512
"1074","Traffic Zone 02047","246","Traffic Zone 04076","1/29/2016 - 1/29/2016, Every day, Daily Average",1715,1206,2437
"1074","Traffic Zone 02047","247","Traffic Zone 07128","1/29/2016 - 1/29/2016, Every day, Daily Average",1662,1268,2177
"1074","Traffic Zone 02047","251","Traffic Zone 07127","1/29/2016 - 1/29/2016, Every day, Daily Average",1544,1154,2065
