"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1074","Traffic Zone 02047","17","Traffic Zone 14047","2/3/2018 - 2/3/2018, Every day, Daily Average",2121,1828,2460
"1074","Traffic Zone 02047","28","Traffic Zone 16024","2/3/2018 - 2/3/2018, Every day, Daily Average",1894,1538,2331
"1074","Traffic Zone 02047","29","Traffic Zone 16025","2/3/2018 - 2/3/2018, Every day, Daily Average",2053,1691,2491
"1074","Traffic Zone 02047","30","Traffic Zone 16026","2/3/2018 - 2/3/2018, Every day, Daily Average",2624,2219,3102
"1074","Traffic Zone 02047","34","Traffic Zone 14048","2/3/2018 - 2/3/2018, Every day, Daily Average",2000,1711,2336
"1074","Traffic Zone 02047","35","Traffic Zone 14080","2/3/2018 - 2/3/2018, Every day, Daily Average",1865,1610,2159
"1074","Traffic Zone 02047","43","Traffic Zone 14072","2/3/2018 - 2/3/2018, Every day, Daily Average",1890,1637,2181
"1074","Traffic Zone 02047","48","Traffic Zone 16027","2/3/2018 - 2/3/2018, Every day, Daily Average",2013,1644,2464
"1074","Traffic Zone 02047","64","Traffic Zone 14081","2/3/2018 - 2/3/2018, Every day, Daily Average",1905,1582,2292
"1074","Traffic Zone 02047","70","Traffic Zone 04118","2/3/2018 - 2/3/2018, Every day, Daily Average",2010,1657,2437
"1074","Traffic Zone 02047","74","Traffic Zone 04116","2/3/2018 - 2/3/2018, Every day, Daily Average",1731,1431,2093
"1074","Traffic Zone 02047","80","Traffic Zone 14073","2/3/2018 - 2/3/2018, Every day, Daily Average",1781,1513,2096
"1074","Traffic Zone 02047","81","Traffic Zone 04137","2/3/2018 - 2/3/2018, Every day, Daily Average",1980,1734,2260
"1074","Traffic Zone 02047","84","Traffic Zone 04111","2/3/2018 - 2/3/2018, Every day, Daily Average",2014,1899,2135
"1074","Traffic Zone 02047","96","Traffic Zone 14076","2/3/2018 - 2/3/2018, Every day, Daily Average",1815,1507,2184
"1074","Traffic Zone 02047","97","Traffic Zone 04150","2/3/2018 - 2/3/2018, Every day, Daily Average",1662,1379,2001
"1074","Traffic Zone 02047","98","Traffic Zone 04132","2/3/2018 - 2/3/2018, Every day, Daily Average",1624,1383,1905
"1074","Traffic Zone 02047","106","Traffic Zone 08029","2/3/2018 - 2/3/2018, Every day, Daily Average",2188,1997,2396
"1074","Traffic Zone 02047","107","Traffic Zone 08026","2/3/2018 - 2/3/2018, Every day, Daily Average",2056,1822,2318
"1074","Traffic Zone 02047","113","Traffic Zone 04131","2/3/2018 - 2/3/2018, Every day, Daily Average",1607,1353,1907
"1074","Traffic Zone 02047","117","Traffic Zone 07041","2/3/2018 - 2/3/2018, Every day, Daily Average",1480,1367,1601
"1074","Traffic Zone 02047","118","Traffic Zone 04056","2/3/2018 - 2/3/2018, Every day, Daily Average",1888,1719,2072
"1074","Traffic Zone 02047","119","Traffic Zone 07042","2/3/2018 - 2/3/2018, Every day, Daily Average",1735,1483,2029
"1074","Traffic Zone 02047","120","Traffic Zone 07060","2/3/2018 - 2/3/2018, Every day, Daily Average",1736,1458,2066
"1074","Traffic Zone 02047","123","Traffic Zone 04149","2/3/2018 - 2/3/2018, Every day, Daily Average",1660,1346,2046
