"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1116","Harborwalk, Waterfront, Boston","3","0 Flaherty Way, D Street / West Broadway, Boston","4/18/2016 - 4/18/2016, Every day, Daily Average",496,327,750
"1116","Harborwalk, Waterfront, Boston","5","0 Queensberry Street, Fenway/Kenmore, Boston","4/18/2016 - 4/18/2016, Every day, Daily Average",753,464,1220
"1116","Harborwalk, Waterfront, Boston","13","200 Liberty Street, Braintree","4/18/2016 - 4/18/2016, Every day, Daily Average",1089,883,1342
"1116","Harborwalk, Waterfront, Boston","14","400 Cushing Street, Hingham","4/18/2016 - 4/18/2016, Every day, Daily Average",1401,1095,1791
"1116","Harborwalk, Waterfront, Boston","16","100 Kenrick Street, Oak Square, Boston","4/18/2016 - 4/18/2016, Every day, Daily Average",1410,1026,1936
"1116","Harborwalk, Waterfront, Boston","17","0 Maggi Road, Revere","4/18/2016 - 4/18/2016, Every day, Daily Average",754,527,1076
"1116","Harborwalk, Waterfront, Boston","18","0 Lake Street, Billerica","4/18/2016 - 4/18/2016, Every day, Daily Average",1501,1289,1747
"1116","Harborwalk, Waterfront, Boston","19","200 Ocean Street, Lynn","4/18/2016 - 4/18/2016, Every day, Daily Average",1414,1177,1698
"1116","Harborwalk, Waterfront, Boston","20","0 Florence Street, Everett","4/18/2016 - 4/18/2016, Every day, Daily Average",972,667,1414
"1116","Harborwalk, Waterfront, Boston","21","0 Canal Lane, Somerville","4/18/2016 - 4/18/2016, Every day, Daily Average",413,230,739
"1116","Harborwalk, Waterfront, Boston","27","100 Inner Belt Road, Inner Belt, Somerville","4/18/2016 - 4/18/2016, Every day, Daily Average",295,134,647
"1116","Harborwalk, Waterfront, Boston","28","0 Lincoln Road, Brookline","4/18/2016 - 4/18/2016, Every day, Daily Average",1451,990,2125
"1116","Harborwalk, Waterfront, Boston","29","100 Crosby Street, Arlington","4/18/2016 - 4/18/2016, Every day, Daily Average",897,658,1221
"1116","Harborwalk, Waterfront, Boston","32","0 Gainsborough Street, Fenway/Kenmore, Boston","4/18/2016 - 4/18/2016, Every day, Daily Average",864,541,1378
"1116","Harborwalk, Waterfront, Boston","33","200 Prospect Avenue, Revere","4/18/2016 - 4/18/2016, Every day, Daily Average",650,430,981
"1116","Harborwalk, Waterfront, Boston","37","0 Perrin Street, Roxbury, Boston","4/18/2016 - 4/18/2016, Every day, Daily Average",908,677,1216
"1116","Harborwalk, Waterfront, Boston","40","0 Aycliffe Road, Swampscott","4/18/2016 - 4/18/2016, Every day, Daily Average",1596,1318,1932
"1116","Harborwalk, Waterfront, Boston","41","200 Sumner Street, East Boston, Boston","4/18/2016 - 4/18/2016, Every day, Daily Average",319,199,510
"1116","Harborwalk, Waterfront, Boston","46","300 River Street, Cambridgeport, Cambridge","4/18/2016 - 4/18/2016, Every day, Daily Average",868,570,1321
"1116","Harborwalk, Waterfront, Boston","47","200 Huntington Avenue, Prudential / St. Botolph, Boston","4/18/2016 - 4/18/2016, Every day, Daily Average",910,564,1468
"1116","Harborwalk, Waterfront, Boston","48","100 Gove Street, East Boston, Boston","4/18/2016 - 4/18/2016, Every day, Daily Average",356,198,639
"1116","Harborwalk, Waterfront, Boston","51","0 Peterborough Street, West Fens, Boston","4/18/2016 - 4/18/2016, Every day, Daily Average",795,466,1355
"1116","Harborwalk, Waterfront, Boston","52","0 Berkshire Street, Wellington-Harrington, Cambridge","4/18/2016 - 4/18/2016, Every day, Daily Average",643,423,977
"1116","Harborwalk, Waterfront, Boston","53","600 Commonwealth Avenue, Fenway/Kenmore, Boston","4/18/2016 - 4/18/2016, Every day, Daily Average",623,372,1041
"1116","Harborwalk, Waterfront, Boston","54","0 Binney Street, Arefth, Cambridge","4/18/2016 - 4/18/2016, Every day, Daily Average",589,365,948
"1116","Harborwalk, Waterfront, Boston","58","100 Summit Avenue, Corey Hill, Brookline","4/18/2016 - 4/18/2016, Every day, Daily Average",1112,757,1631
"1116","Harborwalk, Waterfront, Boston","60","Pilgrims Highway, Weymouth","4/18/2016 - 4/18/2016, Every day, Daily Average",1181,999,1394
"1116","Harborwalk, Waterfront, Boston","68","100 Beacon Street, Back Bay East, Boston","4/18/2016 - 4/18/2016, Every day, Daily Average",438,240,796
"1116","Harborwalk, Waterfront, Boston","69","0 Burrill Avenue, Lynn","4/18/2016 - 4/18/2016, Every day, Daily Average",1481,1232,1779
"1116","Harborwalk, Waterfront, Boston","72","0 Stonington Street, North Andover","4/18/2016 - 4/18/2016, Every day, Daily Average",1561,1359,1791
"1116","Harborwalk, Waterfront, Boston","77","0 The Mountain Road, Framingham","4/18/2016 - 4/18/2016, Every day, Daily Average",1657,1414,1940
"1116","Harborwalk, Waterfront, Boston","79","Massachusetts State House, Beacon Hill, Boston","4/18/2016 - 4/18/2016, Every day, Daily Average",205,75,554
"1116","Harborwalk, Waterfront, Boston","80","0 Bussell Road, West Medford, Medford","4/18/2016 - 4/18/2016, Every day, Daily Average",615,430,879
"1116","Harborwalk, Waterfront, Boston","82","100 Private Alley 527, South End, Boston","4/18/2016 - 4/18/2016, Every day, Daily Average",756,510,1118
"1116","Harborwalk, Waterfront, Boston","83","0 Golden Drive, Winthrop","4/18/2016 - 4/18/2016, Every day, Daily Average",848,598,1202
"1116","Harborwalk, Waterfront, Boston","92","Southeast Expressway, Quincy","4/18/2016 - 4/18/2016, Every day, Daily Average",844,652,1092
"1116","Harborwalk, Waterfront, Boston","94","300 Marlborough Street, Back Bay, Boston","4/18/2016 - 4/18/2016, Every day, Daily Average",613,372,1008
"1116","Harborwalk, Waterfront, Boston","95","0 G Street, South Boston, Boston","4/18/2016 - 4/18/2016, Every day, Daily Average",665,488,904
"1116","Harborwalk, Waterfront, Boston","97","300 Bishops Forest Drive, Waltham","4/18/2016 - 4/18/2016, Every day, Daily Average",1477,1229,1773
"1116","Harborwalk, Waterfront, Boston","98","100 Suffolk Road, Chestnut Hill, Newton","4/18/2016 - 4/18/2016, Every day, Daily Average",1734,1222,2460
"1116","Harborwalk, Waterfront, Boston","105","100 Columbia Street, The Port, Cambridge","4/18/2016 - 4/18/2016, Every day, Daily Average",848,588,1222
"1116","Harborwalk, Waterfront, Boston","114","600 Western Avenue, Lynn","4/18/2016 - 4/18/2016, Every day, Daily Average",1272,1069,1513
"1116","Harborwalk, Waterfront, Boston","120","0 Cherrywood Circle, Andover","4/18/2016 - 4/18/2016, Every day, Daily Average",1346,1261,1436
"1116","Harborwalk, Waterfront, Boston","126","200 Paris Way, Woburn","4/18/2016 - 4/18/2016, Every day, Daily Average",1118,990,1262
"1116","Harborwalk, Waterfront, Boston","128","100 Glen Street, Malden","4/18/2016 - 4/18/2016, Every day, Daily Average",1136,688,1873
"1116","Harborwalk, Waterfront, Boston","129","0 Glendale Street, Everett","4/18/2016 - 4/18/2016, Every day, Daily Average",816,659,1009
"1116","Harborwalk, Waterfront, Boston","130","0 Cambria Street, Spring Hill, Somerville","4/18/2016 - 4/18/2016, Every day, Daily Average",802,564,1140
"1116","Harborwalk, Waterfront, Boston","131","2000 Massachusetts Avenue, North Cambridge, Cambridge","4/18/2016 - 4/18/2016, Every day, Daily Average",1018,787,1316
"1116","Harborwalk, Waterfront, Boston","132","0 Townsend Road, Belmont","4/18/2016 - 4/18/2016, Every day, Daily Average",1204,900,1609
"1116","Harborwalk, Waterfront, Boston","134","Yankee Division Highway, Waltham","4/18/2016 - 4/18/2016, Every day, Daily Average",1564,1335,1831
"1116","Harborwalk, Waterfront, Boston","135","100 Orchard Street, Watertown","4/18/2016 - 4/18/2016, Every day, Daily Average",1069,859,1329
"1116","Harborwalk, Waterfront, Boston","136","200 Adams Avenue, West Newton, Newton","4/18/2016 - 4/18/2016, Every day, Daily Average",1110,782,1574
"1116","Harborwalk, Waterfront, Boston","137","0 Badger Road, Framingham","4/18/2016 - 4/18/2016, Every day, Daily Average",1701,1453,1991
"1116","Harborwalk, Waterfront, Boston","140","100 Montclair Avenue, Quincy","4/18/2016 - 4/18/2016, Every day, Daily Average",747,532,1047
"1116","Harborwalk, Waterfront, Boston","141","0 Brooks Avenue, Quincy","4/18/2016 - 4/18/2016, Every day, Daily Average",948,761,1180
"1116","Harborwalk, Waterfront, Boston","150","Monastery Path, Brighton, Boston","4/18/2016 - 4/18/2016, Every day, Daily Average",1162,823,1640
"1116","Harborwalk, Waterfront, Boston","151","300 Commercial Street, North End, Boston","4/18/2016 - 4/18/2016, Every day, Daily Average",161,61,421
"1116","Harborwalk, Waterfront, Boston","152","400 Border Street, East Boston, Boston","4/18/2016 - 4/18/2016, Every day, Daily Average",507,354,725
"1116","Harborwalk, Waterfront, Boston","153","200 Marginal Street, Jeffries Point, Boston","4/18/2016 - 4/18/2016, Every day, Daily Average",408,273,608
"1116","Harborwalk, Waterfront, Boston","154","700 Washington Street, Downtown, Boston","4/18/2016 - 4/18/2016, Every day, Daily Average",387,226,662
"1116","Harborwalk, Waterfront, Boston","155","100 West Springfield Street, South End, Boston","4/18/2016 - 4/18/2016, Every day, Daily Average",668,445,1001
"1116","Harborwalk, Waterfront, Boston","156","0 Academy Road, Roxbury, Boston","4/18/2016 - 4/18/2016, Every day, Daily Average",921,696,1217
"1116","Harborwalk, Waterfront, Boston","157","100 Train Street, Dorchester, Boston","4/18/2016 - 4/18/2016, Every day, Daily Average",970,704,1334
"1116","Harborwalk, Waterfront, Boston","159","0 Congress Avenue, Chelsea","4/18/2016 - 4/18/2016, Every day, Daily Average",641,438,936
"1116","Harborwalk, Waterfront, Boston","160","0 Franklin Place, Revere","4/18/2016 - 4/18/2016, Every day, Daily Average",687,468,1006
"1116","Harborwalk, Waterfront, Boston","167","0 Miner Street, Fenway/Kenmore, Boston","4/18/2016 - 4/18/2016, Every day, Daily Average",849,524,1373
"1116","Harborwalk, Waterfront, Boston","200","100 Orange Street, Reading","4/18/2016 - 4/18/2016, Every day, Daily Average",869,665,1135
"1116","Harborwalk, Waterfront, Boston","201","0 Cleveland Street, Melrose","4/18/2016 - 4/18/2016, Every day, Daily Average",890,692,1143
"1116","Harborwalk, Waterfront, Boston","202","0 Girard Road, Winchester","4/18/2016 - 4/18/2016, Every day, Daily Average",967,780,1197
"1116","Harborwalk, Waterfront, Boston","203","0 Hall Street, Medford","4/18/2016 - 4/18/2016, Every day, Daily Average",427,261,696
"1116","Harborwalk, Waterfront, Boston","204","0 Mohan Street, Everett","4/18/2016 - 4/18/2016, Every day, Daily Average",1006,820,1233
"1116","Harborwalk, Waterfront, Boston","205","0 Cutler Street, Magoun Square, Somerville","4/18/2016 - 4/18/2016, Every day, Daily Average",681,448,1035
"1116","Harborwalk, Waterfront, Boston","206","0 Claremon Street, Teele Square, Somerville","4/18/2016 - 4/18/2016, Every day, Daily Average",1048,743,1478
"1116","Harborwalk, Waterfront, Boston","207","0 Museum Way, East Cambridge, Cambridge","4/18/2016 - 4/18/2016, Every day, Daily Average",416,195,886
"1116","Harborwalk, Waterfront, Boston","208","0 Jefferson Street, Wellington-Harrington, Cambridge","4/18/2016 - 4/18/2016, Every day, Daily Average",684,350,1336
"1116","Harborwalk, Waterfront, Boston","209","100 Magazine Street, Cambridgeport, Cambridge","4/18/2016 - 4/18/2016, Every day, Daily Average",870,627,1205
"1116","Harborwalk, Waterfront, Boston","210","0 Cowperthwaite Garage, Cowperthwaite Street, Riverside, Cambridge","4/18/2016 - 4/18/2016, Every day, Daily Average",809,554,1180
"1116","Harborwalk, Waterfront, Boston","211","0 Haskell Street, North Cambridge, Cambridge","4/18/2016 - 4/18/2016, Every day, Daily Average",1110,819,1504
"1116","Harborwalk, Waterfront, Boston","212","100 Claremont Avenue, Arlington","4/18/2016 - 4/18/2016, Every day, Daily Average",1215,972,1518
"1116","Harborwalk, Waterfront, Boston","215","0 Rose Avenue, Watertown","4/18/2016 - 4/18/2016, Every day, Daily Average",1180,984,1413
"1116","Harborwalk, Waterfront, Boston","216","200 Cabot Street, Newtonville, Newton","4/18/2016 - 4/18/2016, Every day, Daily Average",1675,986,2843
"1116","Harborwalk, Waterfront, Boston","217","0 Hartford Street, Natick","4/18/2016 - 4/18/2016, Every day, Daily Average",1657,1302,2108
"1116","Harborwalk, Waterfront, Boston","220","100 Coolidge Street, North Brookline, Brookline","4/18/2016 - 4/18/2016, Every day, Daily Average",1221,878,1697
"1116","Harborwalk, Waterfront, Boston","221","0 Colbourne Crescent, Aspinwall Hill, Brookline","4/18/2016 - 4/18/2016, Every day, Daily Average",1407,944,2095
