"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1116","Harborwalk, Waterfront, Boston","3","0 Flaherty Way, D Street / West Broadway, Boston","10/24/2016 - 10/24/2016, Every day, Daily Average",685,439,1066
"1116","Harborwalk, Waterfront, Boston","5","0 Queensberry Street, Fenway/Kenmore, Boston","10/24/2016 - 10/24/2016, Every day, Daily Average",781,521,1168
"1116","Harborwalk, Waterfront, Boston","13","200 Liberty Street, Braintree","10/24/2016 - 10/24/2016, Every day, Daily Average",1277,964,1691
"1116","Harborwalk, Waterfront, Boston","16","100 Kenrick Street, Oak Square, Boston","10/24/2016 - 10/24/2016, Every day, Daily Average",1596,1198,2125
"1116","Harborwalk, Waterfront, Boston","17","0 Maggi Road, Revere","10/24/2016 - 10/24/2016, Every day, Daily Average",874,623,1224
"1116","Harborwalk, Waterfront, Boston","18","0 Lake Street, Billerica","10/24/2016 - 10/24/2016, Every day, Daily Average",1756,1356,2273
"1116","Harborwalk, Waterfront, Boston","19","200 Ocean Street, Lynn","10/24/2016 - 10/24/2016, Every day, Daily Average",1529,1140,2049
"1116","Harborwalk, Waterfront, Boston","20","0 Florence Street, Everett","10/24/2016 - 10/24/2016, Every day, Daily Average",920,607,1392
"1116","Harborwalk, Waterfront, Boston","21","0 Canal Lane, Somerville","10/24/2016 - 10/24/2016, Every day, Daily Average",468,256,852
"1116","Harborwalk, Waterfront, Boston","25","0 Baldpate Road, Georgetown","10/24/2016 - 10/24/2016, Every day, Daily Average",2047,1744,2402
"1116","Harborwalk, Waterfront, Boston","27","100 Inner Belt Road, Inner Belt, Somerville","10/24/2016 - 10/24/2016, Every day, Daily Average",363,164,802
"1116","Harborwalk, Waterfront, Boston","28","0 Lincoln Road, Brookline","10/24/2016 - 10/24/2016, Every day, Daily Average",1272,954,1695
"1116","Harborwalk, Waterfront, Boston","29","100 Crosby Street, Arlington","10/24/2016 - 10/24/2016, Every day, Daily Average",1122,820,1534
"1116","Harborwalk, Waterfront, Boston","32","0 Gainsborough Street, Fenway/Kenmore, Boston","10/24/2016 - 10/24/2016, Every day, Daily Average",919,588,1435
"1116","Harborwalk, Waterfront, Boston","33","200 Prospect Avenue, Revere","10/24/2016 - 10/24/2016, Every day, Daily Average",642,432,953
"1116","Harborwalk, Waterfront, Boston","37","0 Perrin Street, Roxbury, Boston","10/24/2016 - 10/24/2016, Every day, Daily Average",1213,838,1754
"1116","Harborwalk, Waterfront, Boston","38","McLean Street, Belmont","10/24/2016 - 10/24/2016, Every day, Daily Average",1646,1211,2236
"1116","Harborwalk, Waterfront, Boston","40","0 Aycliffe Road, Swampscott","10/24/2016 - 10/24/2016, Every day, Daily Average",1503,1286,1755
